"iso_code","date","excess_mortality_cumulative_absolute","excess_mortality_cumulative","excess_mortality","excess_mortality_cumulative_per_million"
"ALB","2/29/2020",-190.8,-4.34,2.88,-66.41294231
"ALB","3/31/2020",-165,-2.59,1.31,-57.4325759
"ALB","4/30/2020",-95,-1.17,4.04,-33.06724067
"ALB","5/31/2020",23,0.24,7,8.005753004
"ALB","6/30/2020",188,1.65,10.22,65.4383289
"ALB","7/31/2020",602.8,4.59,23.69,209.8203439
"ALB","8/31/2020",1384.2,9.33,46.11,481.8071003
"ALB","9/30/2020",1848,11.3,30.55,643.24485
"ALB","10/31/2020",2600,14.44,45.55,904.9981656
"ALB","11/30/2020",4703.4,23.8,120.15,1637.141682
"ALB","12/31/2020",5812.4,26.67,54.6,2023.158207
"ALB","1/31/2021",6384.8,26.36,23.56,2222.397034
"ALB","2/28/2021",8200.8,31.33,92.8,2854.503445
"ALB","3/31/2021",9685.2,34.42,75.63,3371.187782
"ALB","4/30/2021",10374.8,34.73,39.88,3611.221142
"ALB","5/31/2021",10568.4,33.5,11.52,3678.608698
"ALB","6/30/2021",10781,32.51,13.21,3752.609701
"ALB","7/31/2021",10854.4,31.09,4.2,3778.158496
"ALB","8/31/2021",11244.4,30.72,23.08,3913.908221
"ALB","9/30/2021",12236.8,32.11,65.57,4259.339059
"ALB","10/31/2021",13149.4,33.07,55.43,4576.993415
"ALB","11/30/2021",13909.4,33.51,43.53,4841.53134
"ALB","12/31/2021",14655,33.67,36.79,5101.056968
"DZA","2/29/2020",-536.3,-1.6,-0.61,-12.02018279
"DZA","3/31/2020",-488.7,-0.99,0.3,-10.95331592
"DZA","4/30/2020",-329.1,-0.51,1.07,-7.376174075
"DZA","5/31/2020",-345.5,-0.44,-0.11,-7.743750054
"DZA","6/30/2020",3268.1,3.49,24.94,73.24847917
"DZA","7/31/2020",20171.7,18.53,110.72,452.1117307
"DZA","8/31/2020",28323.8,22.82,53.42,634.8261296
"DZA","9/30/2020",31062.9,22.44,19.15,696.2180421
"DZA","10/31/2020",34432,22.4,22.03,771.7302514
"DZA","11/30/2020",45018.6,26.6,68.24,1009.009511
"DZA","12/31/2020",49888.7,26.86,29.47,1118.163888
"AND","3/31/2020",16,16.84,23.46,206.8412752
"AND","4/30/2020",51.6,43.22,145.9,667.0631124
"AND","5/31/2020",66,46.81,66.67,853.2202601
"AND","6/30/2020",66.2,39.69,0.78,855.805776
"AND","7/31/2020",67.8,34.91,5.84,876.4899036
"AND","8/31/2020",61.6,28.08,-24.6,796.3389094
"AND","9/30/2020",63.4,25.92,7.14,819.6085529
"AND","10/31/2020",87,31.99,86.13,1124.699434
"AND","11/30/2020",79.8,26.76,-27.48,1031.62086
"AND","12/31/2020",89.6,27.2,31.41,1158.311141
"ATG","3/31/2020",-5.3,-3.27,0.17,-53.6828458
"ATG","4/30/2020",-5.6,-2.65,-0.61,-56.72149745
"ATG","5/31/2020",-4.7,-1.79,1.76,-47.6055425
"ATG","6/30/2020",-13.8,-4.4,-17.81,-139.7779759
"ATG","7/31/2020",-14.9,-4.13,-2.34,-150.9196986
"ATG","8/31/2020",-30,-7.14,-25.55,-303.8651649
"ATG","9/30/2020",-37.5,-7.94,-14.29,-379.8314561
"ATG","10/31/2020",-44,-8.32,-11.5,-445.6689085
"ATG","11/30/2020",-47.7,-8.2,-7.02,-483.1456122
"ATG","12/31/2020",-57.8,-9.15,-20.16,-585.4468844
"ARG","1/31/2020",-773.3,-2.94,-2.94,-16.95616808
"ARG","2/29/2020",-297.4,-0.59,2,-6.521097098
"ARG","3/31/2020",-571.1,-0.75,-1.06,-12.52252371
"ARG","4/30/2020",-1475,-1.45,-3.49,-32.34236119
"ARG","5/31/2020",-3225.1,-2.46,-5.97,-70.71684684
"ARG","6/30/2020",-7413.6,-4.51,-12.66,-162.5581891
"ARG","7/31/2020",-5740.5,-2.89,4.87,-125.8720844
"ARG","8/31/2020",-469.4,-0.2,16.59,-10.29254532
"ARG","9/30/2020",10341.1,3.98,37.07,226.7495535
"ARG","10/31/2020",24892.4,8.66,51.96,545.8162656
"ARG","11/30/2020",35026.5,11.2,40.08,768.026925
"ARG","12/31/2020",41948.2,12.45,28.58,919.7992107
"ARM","2/29/2020",176.6,3.66,8.73,59.49878172
"ARM","3/31/2020",156.7,2.2,-0.86,52.79421912
"ARM","4/30/2020",234,2.54,3.72,78.83757035
"ARM","5/31/2020",224.3,1.98,-0.46,75.56951722
"ARM","6/30/2020",1156.8,8.72,48.15,389.7406042
"ARM","7/31/2020",1865.9,12.22,35.28,628.6453953
"ARM","8/31/2020",2030.4,11.8,8.47,684.0675335
"ARM","9/30/2020",2402.5,12.72,22.28,809.4327468
"ARM","10/31/2020",4061,19.47,84.04,1368.202449
"ARM","11/30/2020",7945.9,34.5,178.61,2677.074574
"ARM","12/31/2020",10024,39.55,89.69,3377.212843
"ARM","1/31/2021",10499.3,37.65,18.72,3537.347446
"ARM","2/28/2021",10726,35.66,10.35,3613.725554
"ARM","3/31/2021",11301.3,34.95,25.45,3807.551426
"ARM","4/30/2021",12630.8,36.75,65.44,4255.476853
"ARM","5/31/2021",13198.3,36.22,27.48,4446.674806
"ARM","6/30/2021",13599,35.48,21.21,4581.675723
"ARM","7/31/2021",13883.3,34.46,14.49,4677.460002
"ARM","8/31/2021",14230,33.74,18.3,4794.267633
"ARM","9/30/2021",15166.3,34.62,57.7,5109.718988
"ARM","10/31/2021",16702,36.52,79.72,5627.115812
"ARM","11/30/2021",19151.1,40.02,115.09,6452.24869
"ARM","12/31/2021",19882.4,39.66,32.22,6698.632943
"ARM","1/31/2022",20231,38.45,13.99,6816.080708
"ABW","3/31/2020",25.9,14.96,27.81,241.615747
"ABW","4/30/2020",26.6,11.45,1.18,248.1459023
"ABW","5/31/2020",11.5,3.9,-24.32,107.2811232
"ABW","6/30/2020",19.6,5.66,15.61,182.8443491
"ABW","7/31/2020",12.1,3.02,-13.76,112.8783992
"ABW","8/31/2020",19.8,4.34,13.92,184.7101077
"ABW","9/30/2020",50.5,9.95,59.84,471.1040627
"ABW","10/31/2020",66.2,11.76,28.39,617.5661178
"ABW","11/30/2020",64.5,10.38,-2.9,601.7071692
"ABW","12/31/2020",60.8,8.91,-6.1,567.1906339
"ABW","1/31/2021",71.9,9.73,19.51,670.7402397
"ABW","2/28/2021",102.2,12.84,53.44,953.4026774
"ABW","3/31/2021",125.1,14.67,40.11,1167.032044
"ABW","4/30/2021",161.6,17.73,62.39,1507.533001
"ABW","5/31/2021",169.3,17.41,12.56,1579.364709
"ABW","6/30/2021",163.2,15.94,-11.94,1522.45907
"ABW","7/31/2021",179.5,16.66,30.35,1674.518401
"ABW","8/31/2021",245,21.64,120.18,2285.554364
"ABW","9/30/2021",286.5,24.23,82.18,2672.699286
"ABW","10/31/2021",325,26.27,70.64,3031.857829
"ABW","11/30/2021",345.1,26.65,34.72,3219.366575
"ABW","12/31/2021",352.2,26,11.85,3285.601008
"AUS","1/26/2020",-424.1,-3.6,0.43,-16.44549524
"AUS","2/2/2020",-525,-3.57,-3.46,-20.35813488
"AUS","2/9/2020",-603.2,-3.42,-2.68,-23.39052754
"AUS","2/16/2020",-599,-2.91,0.14,-23.22766246
"AUS","2/23/2020",-621,-2.64,-0.74,-24.08076526
"AUS","3/1/2020",-568.6,-2.15,1.77,-22.04882951
"AUS","3/8/2020",-650.8,-2.21,-2.74,-25.23633177
"AUS","3/15/2020",-696,-2.15,-1.54,-26.98907024
"AUS","3/22/2020",-660.8,-1.87,1.18,-25.62410577
"AUS","3/29/2020",-544.3,-1.42,3.9,-21.1065387
"AUS","4/5/2020",-342.4,-0.83,6.71,-13.27738168
"AUS","4/12/2020",-273.1,-0.61,2.27,-10.59010788
"AUS","4/19/2020",-340.6,-0.72,-2.2,-13.20758236
"AUS","4/26/2020",-355,-0.7,-0.47,-13.76597692
"AUS","5/3/2020",-469.6,-0.88,-3.7,-18.20986693
"AUS","5/10/2020",-549.3,-0.97,-2.47,-21.30042569
"AUS","5/17/2020",-762.9,-1.27,-6.59,-29.58327829
"AUS","5/24/2020",-931.1,-1.47,-5.07,-36.10563693
"AUS","5/31/2020",-1137.4,-1.7,-6.17,-44.1054145
"AUS","6/7/2020",-1462.3,-2.08,-9.57,-56.70419169
"AUS","6/14/2020",-1742.4,-2.37,-8.37,-67.56574136
"AUS","6/21/2020",-2120.1,-2.76,-11.17,-82.21196526
"AUS","6/28/2020",-2546.2,-3.17,-12.46,-98.7350153
"AUS","7/5/2020",-2948.8,-3.52,-11.52,-114.3467964
"AUS","7/12/2020",-3311.5,-3.79,-10.39,-128.4113593
"AUS","7/19/2020",-3770.8,-4.15,-12.92,-146.2218191
"AUS","7/26/2020",-4118.5,-4.36,-9.62,-159.704721
"AUS","8/2/2020",-4376.1,-4.46,-7.24,-169.6937791
"AUS","8/9/2020",-4651,-4.58,-7.7,-180.3536863
"AUS","8/16/2020",-4845.6,-4.6,-5.37,-187.8997683
"AUS","8/23/2020",-5255.2,-4.83,-11.25,-203.7829913
"AUS","8/30/2020",-5694.3,-5.06,-12.01,-220.8101475
"AUS","9/6/2020",-6036.7,-5.2,-9.57,-234.0875292
"AUS","9/13/2020",-6391.5,-5.34,-10.11,-247.8457506
"AUS","9/20/2020",-6805.5,-5.53,-12.02,-263.8995941
"AUS","9/27/2020",-7007.5,-5.54,-6.08,-271.7326289
"AUS","10/4/2020",-7219.5,-5.57,-6.35,-279.9534376
"AUS","10/11/2020",-7496.6,-5.64,-8.5,-290.6986551
"AUS","10/18/2020",-7757.6,-5.7,-8.13,-300.8195565
"AUS","10/25/2020",-8004.3,-5.74,-7.83,-310.385941
"AUS","11/1/2020",-8174.4,-5.74,-5.43,-316.9819767
"AUS","11/8/2020",-8280.2,-5.69,-3.42,-321.0846256
"AUS","11/15/2020",-8254.9,-5.56,0.84,-320.1035574
"AUS","11/22/2020",-8394,-5.53,-4.53,-325.4974937
"AUS","11/29/2020",-8564.2,-5.54,-5.62,-332.0974071
"AUS","12/6/2020",-8532.2,-5.41,1.07,-330.8565303
"AUS","12/13/2020",-8652.7,-5.38,-3.95,-335.529207
"AUS","12/20/2020",-8703.5,-5.32,-1.7,-337.4990989
"AUS","12/27/2020",-8671.9,-5.2,1.08,-336.2737331
"AUS","1/3/2021",-8729.6,-5.15,-1.97,-338.511189
"AUS","1/10/2021",-8821.2,-5.11,-3.04,-342.0631989
"AUS","1/17/2021",-8986.2,-5.12,-5.5,-348.4614698
"AUS","1/24/2021",-8944.3,-5.01,1.41,-346.8366968
"AUS","1/31/2021",-9048.5,-4.98,-3.53,-350.8773018
"AUS","2/7/2021",-9008.1,-4.88,1.37,-349.3106949
"AUS","2/14/2021",-9104.7,-4.86,-3.26,-353.0565917
"AUS","2/21/2021",-9232.8,-4.85,-4.31,-358.0239766
"AUS","2/28/2021",-9256.4,-4.79,-0.79,-358.9391232
"AUS","3/7/2021",-9300.5,-4.74,-1.47,-360.6492066
"AUS","3/14/2021",-9302.8,-4.66,-0.08,-360.7383946
"AUS","3/21/2021",-9277,-4.58,0.87,-359.7379377
"AUS","3/28/2021",-9323.8,-4.54,-1.54,-361.55272
"AUS","4/4/2021",-9348.5,-4.48,-0.82,-362.5105218
"AUS","4/11/2021",-9501.1,-4.49,-5,-368.427953
"AUS","4/18/2021",-9403.3,-4.38,3.16,-364.6355233
"AUS","4/25/2021",-9350.7,-4.29,1.69,-362.595832
"AUS","5/2/2021",-9266.2,-4.2,2.74,-359.3191418
"AUS","5/9/2021",-9077.5,-4.05,6.02,-352.0018464
"AUS","5/16/2021",-9063.9,-3.99,0.42,-351.4744738
"AUS","5/23/2021",-9049,-3.93,0.45,-350.8966905
"AUS","5/30/2021",-8962,-3.83,2.59,-347.5230568
"AUS","6/6/2021",-9058.3,-3.82,-2.85,-351.2573203
"AUS","6/13/2021",-8998.4,-3.74,1.74,-348.9345541
"AUS","6/20/2021",-8988.6,-3.68,0.29,-348.5545356
"AUS","6/27/2021",-9074.2,-3.67,-2.5,-351.873881
"AUS","7/4/2021",-9162.4,-3.65,-2.55,-355.2940477
"AUS","7/11/2021",-9258.3,-3.64,-2.71,-359.0128003
"AUS","7/18/2021",-9297.7,-3.6,-1.12,-360.5406299
"AUS","7/25/2021",-9346.6,-3.57,-1.36,-362.4368447
"AUS","8/1/2021",-9391.1,-3.54,-1.22,-364.162439
"AUS","8/8/2021",-9576.6,-3.56,-5.16,-371.3556467
"AUS","8/15/2021",-9812.9,-3.6,-6.54,-380.5187462
"AUS","8/22/2021",-10045.9,-3.64,-6.36,-389.5538804
"AUS","8/29/2021",-10355.5,-3.7,-8.41,-401.5593633
"AUS","9/5/2021",-10618.7,-3.75,-7.12,-411.765575
"AUS","9/12/2021",-10933.7,-3.81,-8.71,-423.9804559
"AUS","9/19/2021",-11072.4,-3.81,-3.91,-429.3588812
"AUS","9/26/2021",-11283.7,-3.84,-6.06,-437.5525458
"AUS","10/3/2021",-11250.5,-3.78,0.99,-436.2651361
"AUS","10/10/2021",-11337.9,-3.77,-2.59,-439.6542809
"AUS","10/17/2021",-11411.1,-3.75,-2.22,-442.4927865
"AUS","10/24/2021",-11385.6,-3.7,0.78,-441.5039628
"AUS","10/31/2021",-11413.9,-3.67,-0.89,-442.6013633
"AUS","11/7/2021",-11404.7,-3.63,0.29,-442.2446112
"AUS","11/14/2021",-11572.4,-3.65,-5.34,-448.7475811
"AUS","11/21/2021",-11582.2,-3.62,-0.32,-449.1275996
"AUS","11/28/2021",-11643.6,-3.6,-1.97,-451.508532
"AUT","3/1/2020",-749,-4.55,-3.64,-82.82583618
"AUT","3/8/2020",-777.8,-4.26,-1.62,-86.01059463
"AUT","3/15/2020",-790.4,-3.96,-0.73,-87.40392645
"AUT","3/22/2020",-571.6,-2.65,13.53,-63.20860876
"AUT","3/29/2020",-471.6,-2.03,6.01,-52.15041968
"AUT","4/5/2020",-248.2,-1,13.92,-27.44642529
"AUT","4/12/2020",-20.6,-0.08,14.54,-2.27798695
"AUT","4/19/2020",140.8,0.5,10.46,15.56993022
"AUT","4/26/2020",239.4,0.81,6.62,26.47330465
"AUT","5/3/2020",235.6,0.76,-0.26,26.05309346
"AUT","5/10/2020",297,0.92,4.21,32.84282155
"AUT","5/17/2020",303.8,0.9,0.46,33.59477841
"AUT","5/24/2020",344,0.97,2.79,38.04017042
"AUT","5/31/2020",328.4,0.89,-1.09,36.31509292
"AUT","6/7/2020",386.8,1.01,4.08,42.77307534
"AUT","6/14/2020",385.2,0.97,-0.11,42.59614432
"AUT","6/21/2020",371.4,0.9,-0.97,41.07011423
"AUT","6/28/2020",390.4,0.92,1.34,43.17117015
"AUT","7/5/2020",497,1.13,7.33,54.95919971
"AUT","7/12/2020",483.4,1.07,-0.97,53.45528599
"AUT","7/19/2020",437.4,0.93,-3.09,48.36851902
"AUT","7/26/2020",381.4,0.79,-3.71,42.17593313
"AUT","8/2/2020",384.4,0.77,0.2,42.50767881
"AUT","8/9/2020",372,0.72,-0.86,41.13646336
"AUT","8/16/2020",499.2,0.95,8.6,55.20247987
"AUT","8/23/2020",523.2,0.96,1.65,57.85644524
"AUT","8/30/2020",577.2,1.04,3.73,63.82786734
"AUT","9/6/2020",703.8,1.23,9.07,77.82753471
"AUT","9/13/2020",827.8,1.41,8.59,91.53968917
"AUT","9/20/2020",954.6,1.59,8.79,105.5614729
"AUT","9/27/2020",995.8,1.62,2.76,110.1174468
"AUT","10/4/2020",1053.2,1.67,3.75,116.4648473
"AUT","10/11/2020",1139,1.76,5.58,125.9527736
"AUT","10/18/2020",1233.6,1.87,6.21,136.4138204
"AUT","10/25/2020",1485.4,2.2,16.48,164.2583405
"AUT","11/1/2020",1849.2,2.68,23.74,204.4880324
"AUT","11/8/2020",2326.6,3.29,31.23,257.279827
"AUT","11/15/2020",3042,4.21,45.52,336.3901117
"AUT","11/22/2020",3898.8,5.28,55.02,431.1366757
"AUT","11/29/2020",4775.4,6.34,56,528.0727611
"AUT","12/6/2020",5703.2,7.41,57.19,630.6706394
"AUT","12/13/2020",6556.2,8.34,52.46,724.9969922
"AUT","12/20/2020",7147.4,8.9,35.34,790.373006
"AUT","12/27/2020",7524,9.17,21.47,832.018146
"AUT","1/3/2021",7773.6,9.28,14.23,859.619386
"AUT","1/10/2021",7901,9.23,6.94,873.7075189
"AUT","1/17/2021",7977.4,9.12,4.06,882.1559753
"AUT","1/24/2021",8174.4,9.15,10.87,903.9406078
"AUT","1/31/2021",8351.8,9.17,10.01,923.5578352
"AUT","2/7/2021",8375.6,9.01,1.29,926.1896842
"AUT","2/14/2021",8272.2,8.73,-5.55,914.7555167
"AUT","2/21/2021",8155.8,8.44,-6.33,901.8837846
"AUT","2/28/2021",7977.2,8.1,-9.67,882.1338589
"AUT","3/7/2021",7726,7.7,-13.64,854.355688
"AUT","3/14/2021",7698.8,7.54,-1.53,851.3478606
"AUT","3/21/2021",7655.8,7.37,-2.48,846.5928392
"AUT","3/28/2021",7692.2,7.29,2.24,850.6180201
"AUT","4/4/2021",7798.8,7.28,6.38,862.4060496
"AUT","4/11/2021",7852.8,7.22,3.35,868.3774717
"AUT","4/18/2021",7979,7.23,8.03,882.3329063
"AUT","4/25/2021",8122,7.26,9.23,898.1461167
"AUT","5/2/2021",8326.2,7.35,13.65,920.7269388
"AUT","5/9/2021",8496,7.4,11.39,939.5037439
"AUT","5/16/2021",8638,7.43,9.69,955.2063723
"AUT","5/23/2021",8673.4,7.36,2.38,959.1209713
"AUT","5/30/2021",8718.2,7.31,3.1,964.07504
"AUT","6/6/2021",8887.2,7.36,11.74,982.7633795
"AUT","6/13/2021",9014.2,7.38,8.83,996.8072797
"AUT","6/20/2021",9150.2,7.4,9.26,1011.846417
"AUT","6/27/2021",9372,7.5,15.48,1036.37348
"AUT","7/4/2021",9457.6,7.48,6.01,1045.83929
"AUT","7/11/2021",9467.8,7.4,0.7,1046.967225
"AUT","7/18/2021",9524.8,7.37,4.06,1053.270393
"AUT","7/25/2021",9613.4,7.35,5.92,1063.067949
"AUT","8/1/2021",9634,7.28,1.36,1065.345936
"AUT","8/8/2021",9564.6,7.15,-4.53,1057.671552
"AUT","8/15/2021",9742.8,7.2,12.27,1077.377245
"AUT","8/22/2021",9880.6,7.22,9.27,1092.61543
"AUT","8/29/2021",9997.2,7.23,7.99,1105.509278
"AUT","9/5/2021",10099.8,7.23,7.06,1116.85498
"AUT","9/12/2021",10329,7.32,16.34,1142.20035
"AUT","9/19/2021",10462.6,7.34,9.21,1156.97409
"AUT","9/26/2021",10595,7.36,9.14,1171.615133
"AUT","10/3/2021",10773.8,7.4,11.94,1191.387175
"AUT","10/10/2021",10844.8,7.38,4.62,1199.238489
"AUT","10/17/2021",10936.2,7.36,5.92,1209.345674
"AUT","10/24/2021",11132.4,7.42,12.82,1231.041841
"AUT","10/31/2021",11493.8,7.58,23.55,1271.006136
"AUT","11/7/2021",11901.2,7.77,26.48,1316.057198
"AUT","11/14/2021",12429.2,8.03,34.4,1374.444437
"AUT","11/21/2021",12971.2,8.3,34.35,1434.379821
"AUT","11/28/2021",13565.6,8.59,38.01,1500.109697
"AUT","12/5/2021",14202.8,8.91,40.54,1570.572478
"AUT","12/12/2021",14707.2,9.13,30.97,1626.349984
"AUT","12/19/2021",15012.8,9.23,18.72,1660.14381
"AUT","12/26/2021",15187.6,9.24,10.41,1679.473524
"AUT","1/2/2022",15290.8,9.2,5.86,1690.885575
"AUT","1/9/2022",15203.8,9.05,-4.73,1681.264951
"AUT","1/16/2022",14992.8,8.83,-11.17,1657.932172
"AUT","1/23/2022",14989.4,8.73,-0.19,1657.556193
"AUT","1/30/2022",14972.4,8.63,-0.96,1655.676301
"AUT","2/6/2022",14906.8,8.5,-3.54,1648.422129
"AUT","2/13/2022",14888,8.4,-1.01,1646.34319
"AUT","2/20/2022",14947.2,8.35,3.21,1652.889638
"AUT","2/27/2022",14930.2,8.25,-0.92,1651.009745
"AUT","3/6/2022",15026.6,8.22,5.22,1661.66984
"AUT","3/13/2022",15083,8.17,3.16,1667.906658
"AZE","3/31/2020",1003.8,6.69,23.76,98.18705113
"AZE","4/30/2020",555.2,2.78,-9.05,54.30708387
"AZE","5/31/2020",94.4,0.38,-9.69,9.233769303
"AZE","6/30/2020",2083,7.2,47.19,203.7493799
"AZE","7/31/2020",3631,10.74,31.84,355.167546
"AZE","8/31/2020",4093,10.66,10.07,400.3582389
"AZE","9/30/2020",4419.2,10.38,7.78,432.265607
"AZE","10/31/2020",5713.4,12.14,28.89,558.8582366
"AZE","11/30/2020",9500.2,18.39,82.48,929.2654145
"AZE","12/31/2020",19200,34.01,202.07,1878.054773
"AZE","1/31/2021",21859.5,35.39,50.06,2138.194704
"AZE","2/28/2021",22246.8,33.33,7.78,2176.07859
"AZE","3/31/2021",23259.3,32.58,21.71,2275.116635
"AZE","4/30/2021",25716.2,33.68,49.7,2515.439175
"AZE","5/31/2021",26412.9,32.58,14.7,2583.587132
"AZE","6/30/2021",27413,32.14,23.82,2681.412266
"AZE","7/31/2021",27654.5,30.68,4.98,2705.034674
"AZE","8/31/2021",29583,31.24,42.19,2893.671581
"AZE","9/30/2021",32945.7,33.32,80.5,3222.595268
"AZE","10/31/2021",34460.4,33.35,33.94,3370.756183
"AZE","11/30/2021",37495.7,34.75,66.35,3667.655123
"AZE","12/31/2021",39829,35.34,48.78,3895.887686
"AZE","1/31/2022",40541.9,34.36,13.46,3965.620251
"BRB","3/31/2020",-16.4,-2.22,8.64,-57.00223838
"BRB","4/30/2020",-55.6,-5.78,-17.64,-193.2514911
"BRB","5/31/2020",-66.2,-5.44,-4.15,-230.0944013
"BRB","6/30/2020",-45.8,-3.19,9.38,-159.1891779
"BRB","7/31/2020",-45.4,-2.73,0.17,-157.7988794
"BRB","8/31/2020",-25.4,-1.35,9.39,-88.28395457
"BRB","9/30/2020",-77.4,-3.66,-21.76,-269.0227592
"BRB","10/31/2020",-101.4,-4.29,-9.64,-352.440669
"BRB","11/30/2020",-127.4,-4.9,-11.06,-442.8100713
"BRB","12/31/2020",-109.6,-3.88,7.97,-380.9417882
"BRB","1/31/2021",-226,-7.26,-40.22,-785.5186509
"BRB","2/28/2021",-239.4,-7.15,-5.69,-832.0936505
"BRB","3/31/2021",-147,-4.11,40.24,-510.9346977
"BRB","4/30/2021",-185.2,-4.87,-16.81,-643.7082042
"BRB","5/31/2021",-224.8,-5.53,-15.2,-781.3477554
"BRB","6/30/2021",-201.4,-4.7,10.51,-700.0152933
"BRB","7/31/2021",-292,-6.46,-38.78,-1014.917903
"BRB","8/31/2021",-262,-5.53,13.76,-910.6455156
"BRB","9/30/2021",-270,-5.42,-3.28,-938.4514855
"BLR","2/29/2020",-1114,-5.19,-3.33,-117.9726454
"BLR","3/31/2020",-1265.1,-3.92,-1.39,-133.9741415
"BLR","4/30/2020",-678,-1.59,5.7,-71.80022762
"BLR","5/31/2020",946.3,1.79,15.71,100.2132086
"BLR","6/30/2020",4574.8,7.34,38.65,484.4715064
"BLR","7/31/2020",5771.5,8.03,12.51,611.2020851
"BLR","8/31/2020",6878,8.47,11.89,728.3804802
"BLR","9/30/2020",8349.3,9.24,16.01,884.1912101
"BLR","10/31/2020",10598,10.51,21.51,1122.328632
"BLR","11/30/2020",16565.1,15,62.17,1754.244765
"BLR","12/31/2020",23869,19.78,71.42,2527.728072
"BLR","1/31/2021",28468.4,21.54,39.9,3014.80472
"BLR","2/28/2021",31048,21.84,25.86,3287.984465
"BLR","3/31/2021",31222.4,20.4,1.61,3306.453432
"BEL","2/9/2020",-970,-6.63,-12.66,-83.38825209
"BEL","2/16/2020",-1181.5,-6.89,-8.4,-101.5703297
"BEL","2/23/2020",-1363.2,-6.94,-7.32,-117.1905827
"BEL","3/1/2020",-1653.9,-7.46,-11.45,-142.1812682
"BEL","3/8/2020",-1889.6,-7.67,-9.63,-162.4437538
"BEL","3/15/2020",-1995.1,-7.4,-4.51,-171.5133008
"BEL","3/22/2020",-1758.2,-6,10.22,-151.1476545
"BEL","3/29/2020",-781.9,-2.48,43.94,-67.21780857
"BEL","4/5/2020",1124.6,3.35,90.16,96.67879206
"BEL","4/12/2020",3326.5,9.32,105.35,285.9701243
"BEL","4/19/2020",4983.2,13.2,80.96,428.3921008
"BEL","4/26/2020",5995.1,15.07,49.92,515.3823816
"BEL","5/3/2020",6417,15.36,21.02,551.6519729
"BEL","5/10/2020",6781.9,15.48,18.02,583.0214297
"BEL","5/17/2020",6847.8,14.96,3.33,588.6866729
"BEL","5/24/2020",6964.7,14.58,5.95,598.7362467
"BEL","5/31/2020",7021.4,14.13,2.94,603.610591
"BEL","6/7/2020",6947.5,13.48,-3.95,597.2576097
"BEL","6/14/2020",6991,13.09,2.34,600.9971859
"BEL","6/21/2020",6895.5,12.46,-4.98,592.7873116
"BEL","6/28/2020",6971.6,12.18,4.02,599.3294209
"BEL","7/5/2020",6721.5,11.35,-12.39,577.8290066
"BEL","7/12/2020",6546.8,10.72,-9.41,562.8105245
"BEL","7/19/2020",6506.1,10.33,-2.14,559.3116566
"BEL","7/26/2020",6325.4,9.73,-9.08,543.7773709
"BEL","8/2/2020",6392.1,9.56,3.55,549.5113878
"BEL","8/9/2020",6567.8,9.56,9.39,564.6158372
"BEL","8/16/2020",7599.7,10.77,55.78,653.3254633
"BEL","8/23/2020",7918,10.92,16.78,680.6888454
"BEL","8/30/2020",7894.1,10.61,-1.26,678.6342277
"BEL","9/6/2020",7942.2,10.42,2.61,682.7692534
"BEL","9/13/2020",7907.9,10.13,-1.84,679.820576
"BEL","9/20/2020",8034.2,10.05,6.73,690.6782422
"BEL","9/27/2020",8047.7,9.83,0.71,691.8388004
"BEL","10/4/2020",8003.8,9.55,-2.24,688.0648372
"BEL","10/11/2020",8048.9,9.38,2.24,691.9419611
"BEL","10/18/2020",8206,9.34,7.86,705.4474192
"BEL","10/25/2020",8848.3,9.85,32.33,760.6641969
"BEL","11/1/2020",10152,11.06,65.9,872.739727
"BEL","11/8/2020",11839.5,12.62,84.31,1017.809495
"BEL","11/15/2020",13232.6,13.81,68.33,1137.5705
"BEL","11/22/2020",14311.9,14.61,51.4,1230.354974
"BEL","11/29/2020",15105.8,15.1,37.82,1298.60439
"BEL","12/6/2020",15650.3,15.31,25.21,1345.413569
"BEL","12/13/2020",16214.4,15.53,25.46,1393.907706
"BEL","12/20/2020",16699.9,15.66,21.57,1435.644816
"BEL","12/27/2020",17081.6,15.68,17.08,1468.458523
"BEL","1/3/2021",17291.3,15.56,9.38,1486.485859
"BEL","1/10/2021",17387.8,15.32,4.05,1494.781701
"BEL","1/17/2021",17371.1,14.98,-0.69,1493.346047
"BEL","1/24/2021",17398.2,14.7,1.12,1495.67576
"BEL","1/31/2021",17428.7,14.43,1.26,1498.297762
"BEL","2/7/2021",17207.6,13.96,-8.83,1479.290399
"BEL","2/14/2021",16957.1,13.48,-10.09,1457.755597
"BEL","2/21/2021",16762.4,13.07,-7.74,1441.01777
"BEL","2/28/2021",16428.5,12.56,-13.46,1412.313298
"BEL","3/7/2021",15911.6,11.94,-20.37,1367.876816
"BEL","3/14/2021",15632.7,11.52,-11.4,1343.900545
"BEL","3/21/2021",15402,11.15,-9.87,1324.067896
"BEL","3/28/2021",15201.7,10.83,-8.65,1306.848651
"BEL","4/4/2021",15210.8,10.67,0.41,1307.630954
"BEL","4/11/2021",15314.1,10.58,4.89,1316.511373
"BEL","4/18/2021",15397.8,10.49,4.01,1323.706833
"BEL","4/25/2021",15574.3,10.46,8.63,1338.880056
"BEL","5/2/2021",15759,10.44,9.12,1354.758211
"BEL","5/9/2021",16016.7,10.48,12.85,1376.911977
"BEL","5/16/2021",16072.4,10.37,2.75,1381.700354
"BEL","5/23/2021",16127.1,10.28,2.77,1386.402763
